"Sample_ID","Centroid.X","Centroid.Y","Mass","Width","Depth","Orientation..0","Orientation..1","Orientation..2","Orientation..3","Orientation..4","Orientation..5","Orientation..6","Orientation..7","Orientation..8","Orientation..9","Leaf.weight","Leaf.Area","Leaf.Hue","Class"
363,0.00883087647676426,0.013178677636458,1.90823409670241e-05,0.0142798307928484,0.027012345057661,2.07236813519825e-05,1.34310886800889e-05,7.89762544074478e-06,5.2653087555233e-06,4.33725122375181e-06,3.198582475506e-06,3.24658928050878e-06,3.44023327042065e-06,3.75027955242332e-06,4.13238015523257e-06,1.38939535147538e-06,0.677551445522026,0.00429856141498179,"C"
364,0.0126351803749274,0.0192643066721882,2.69539267769101e-05,0.0149198239999278,0.0493459929693219,1.7343917554458e-05,1.26750701099836e-05,8.64166700610174e-06,5.9713004787243e-06,4.74918895279446e-06,3.54361692806812e-06,3.62548065793519e-06,3.87229125036662e-06,4.2698588106378e-06,4.78797663335183e-06,3.47348837868845e-06,0.691741556436561,0.00435604531346489,"C"
365,0.00982538860062845,0.0161547976240736,2.22588865902092e-05,0.014670929946644,0.0312320902606018,1.70402515843187e-05,1.34142908208198e-05,8.94144628168491e-06,5.73779925171348e-06,4.74690138281802e-06,3.48564760263712e-06,3.57689954636388e-06,3.90694825854406e-06,4.01011975552136e-06,4.63718069297248e-06,2.77879070295076e-06,0.743044246258513,0.00444665199350782,"C"
366,0.00964497970600868,0.0192285510274245,3.05838458582956e-05,0.01647153973573,0.0500425845576511,1.6607687794995e-05,1.2861367533035e-05,8.71040442338575e-06,5.70629707409088e-06,4.6141406972078e-06,3.52293716765676e-06,0,3.88548869999168e-06,4.5491946619589e-06,5.33981647064152e-06,6.9469767573769e-07,0.99980423627907,0.00393880922459116,"C"
367,0.0107385413104033,0.0203344725261383,2.8963636995647e-05,0.0175585103056153,0.0478568672016013,1.11958839029331e-05,1.0744364940178e-05,9.60706335695808e-06,7.14635304516013e-06,5.23659967937577e-06,3.88471438996231e-06,4.1203563278609e-06,4.65611988835728e-06,5.65699160125307e-06,7.1939635251389e-06,6.9469767573769e-07,0.62798605502233,0.00443402533389166,"C"
368,0.0110334083648273,0.0207478167262013,2.93337221074567e-05,0.0130592301718405,0.0479934877247556,1.2964400437826e-05,1.11426213626645e-05,9.27430143353554e-06,7.13770815781348e-06,5.28666626298711e-06,3.88659174096122e-06,4.17867515569257e-06,4.39825714219323e-06,4.92048340696157e-06,6.22219776917279e-06,3.47348837868845e-06,0.67450973828626,0.0044901391114103,"C"
369,0.0104441524997531,0.0168466392517799,2.33813730507963e-05,0.012762580349506,0.0330310142268381,1.77366455033712e-05,1.27727784349691e-05,8.69003338662148e-06,6.05425342507716e-06,4.94507570468269e-06,3.87424946417499e-06,3.7823868117215e-06,3.75592890339219e-06,3.86310310943755e-06,3.95430392341537e-06,2.08409302721307e-06,0.726384665172369,0.00456141125473633,"C"
370,0.0128127265871529,0.0174189369005205,2.27960345442337e-05,0.0112978341422373,0.0306773716100378,2.00298228710371e-05,1.26528914003973e-05,7.30418418890168e-06,5.07022271217613e-06,4.12497009300455e-06,3.2689127650907e-06,3.56839457112912e-06,3.87551117409367e-06,4.42550068412403e-06,5.16815021427835e-06,2.77879070295076e-06,0.687947460564985,0.00435562137629237,"C"
371,0.00867221170275881,0.0132190888254835,1.89870917328711e-05,0.0143105660311839,0.0268355359682983,2.07267246140906e-05,1.34457464536981e-05,7.90108072804436e-06,5.26947972036843e-06,4.34138043726663e-06,3.21458956041081e-06,3.23081547508348e-06,3.44540550302582e-06,3.75872422789982e-06,4.1372174046185e-06,6.9469767573769e-07,0.684101345036751,0.00430701178350574,"C"
372,0.0129530455140054,0.0193148724308144,2.63704101844719e-05,0.0152704341168763,0.0491099969856998,1.73287101360478e-05,1.26573253777824e-05,8.65277737549958e-06,5.97529082217373e-06,4.75793241774129e-06,3.53914550647824e-06,3.59718763622566e-06,3.86330109827513e-06,4.28735768933149e-06,4.80747408778885e-06,3.47348837868845e-06,0.692902604384142,0.0043546240307954,"C"
373,0.00983016604349147,0.0162657527639011,2.21944858926357e-05,0.0146212257034464,0.0306797808215773,1.70424303646391e-05,1.34092873997498e-05,8.96190498929585e-06,5.74027480688098e-06,4.74032982068462e-06,3.47382926683794e-06,3.5682037376776e-06,3.90613254453321e-06,3.98745614695739e-06,4.63078287472777e-06,3.47348837868845e-06,0.746899873239974,0.00444537640283489,"C"
374,0.00942902509036886,0.0192151723311758,3.03230177256329e-05,0.016638071405155,0.0493623795050442,1.6608981669416e-05,0,8.70381292342905e-06,5.7055842448058e-06,4.63127312287754e-06,3.49013201507354e-06,3.69014749418821e-06,3.87441139820321e-06,4.55135322657695e-06,5.35432349485511e-06,6.9469767573769e-07,0.992117867081592,0.00394917453420526,"C"
375,0.0108898432894106,0.0203542209192698,2.90287009905613e-05,0.0177128376860534,0.047856541499543,1.12216949782565e-05,0,9.59696509260402e-06,7.14957421934299e-06,5.23397427791962e-06,3.90203431453473e-06,4.11257717275776e-06,4.68140493860064e-06,5.64666624022881e-06,7.21818825831978e-06,1.38939535147538e-06,0.626361786902223,0.00442035572118142,"C"
376,0.0110124006862721,0.0207017751167186,2.9266765686604e-05,0.0134333176384224,0.0480580430967666,1.29656735407865e-05,1.11507535631264e-05,9.27116403989237e-06,7.14089202673115e-06,5.29208427962996e-06,3.89221705539051e-06,4.17484410642018e-06,4.42558654875675e-06,4.93570812334397e-06,6.21870260622662e-06,1.38939535147538e-06,0.669714860456727,0.00450308524789888,"C"
377,0.0103909671126084,0.0171374571010204,2.33005699158708e-05,0.0128277556558289,0.0330881433571121,1.77489645772551e-05,1.27700684193361e-05,8.67934240621049e-06,6.06400642468637e-06,4.94082436331647e-06,3.86163424067197e-06,3.78971441333541e-06,3.73529138059951e-06,3.85824654745623e-06,3.95763409566356e-06,1.38939535147538e-06,0.726903607114935,0.00453733877427685,"C"
378,0.0127450606159881,0.0169252837248297,2.26032480891328e-05,0.0117370842230156,0.0306774228995672,2.00359562178766e-05,1.26373372583771e-05,7.31393996730159e-06,5.07656467672771e-06,4.10893848527178e-06,3.2832363891179e-06,3.54422847043207e-06,3.88584348209468e-06,4.41951926766616e-06,5.177997831711e-06,6.9469767573769e-07,0.686588815450368,0.00432954200247429,"C"
379,0.00886733128610976,0.0132464120422908,1.92304540544495e-05,0.0137613856633244,0.0271525354098677,2.07248469157428e-05,1.34409206668238e-05,7.91334297565834e-06,5.27184856997293e-06,4.34887025078783e-06,3.22102280823698e-06,3.25015356587369e-06,3.44575938202185e-06,3.75793039686576e-06,4.13191040066424e-06,1.38939535147538e-06,0.681578999271478,0.00430656055166154,"C"
380,0.0128202974024231,0.019132925058722,2.68594406681539e-05,0.0151522068331504,0.0491659440948256,1.73382309676938e-05,1.2663232461589e-05,8.64052721562516e-06,5.97831963457018e-06,4.74993491915867e-06,3.55207014832603e-06,3.6046758519422e-06,3.85453345784919e-06,4.2843893851026e-06,4.79013783782105e-06,2.77879070295076e-06,0.691863817739379,0.00434128946799539,"C"
381,0.00985850192110063,0.0164432989136038,2.21800136727757e-05,0.0142009375902427,0.0309253964992716,1.7042204726834e-05,1.34395903207748e-05,8.9518152697232e-06,5.73507284121528e-06,4.73739652921858e-06,3.47523575175223e-06,3.57186729534037e-06,3.89287729606153e-06,4.01494199943749e-06,4.63751623194986e-06,2.08409302721307e-06,0.744606108644363,0.00442658410960999,"C"
382,0.00974909079548637,0.0194893453005225,3.05635746495873e-05,0.0165344607758829,0.0496147919311235,1.66193415569148e-05,1.28675484666653e-05,8.69900797748504e-06,0,0,3.52267352988882e-06,3.68399615467886e-06,3.8597220853195e-06,4.5439183636419e-06,5.34076702547123e-06,6.9469767573769e-07,1,0.00394509863456887,"C"
383,0.0103052228640475,0.0200832404956148,2.92999329156158e-05,0.0178260656960545,0.0477070200167847,1.12148105242899e-05,1.0757817969078e-05,9.59576541918779e-06,0,5.23680155852033e-06,3.89979780483746e-06,4.10158101165781e-06,4.69355652087487e-06,5.64965878940659e-06,7.21159689730261e-06,6.9469767573769e-07,0.625671903411908,0.00444199991648206,"C"
384,0.0107436508604372,0.0206010392158985,2.94507323989533e-05,0.013467736976631,0.0482655836314155,1.29641163759464e-05,1.11481030136144e-05,9.27823383919882e-06,7.14208016816597e-06,5.2780140118451e-06,3.90176435501794e-06,4.19136054366084e-06,4.40867323073394e-06,4.92627371208885e-06,6.22741633811293e-06,3.47348837868845e-06,0.671993924207474,0.00448973463619316,"C"
385,0.0104334106744192,0.0171544069879289,2.32341683500517e-05,0.0128979103953109,0,1.77508869446634e-05,1.27745383125911e-05,8.68563039275266e-06,6.06379162416503e-06,4.95140356687145e-06,3.88374563405349e-06,3.78727887275404e-06,3.74431737909107e-06,3.86512259558092e-06,3.96362204227958e-06,6.9469767573769e-07,0.730298261201381,0.00452927840972276,"C"
386,0.012708983492928,0.0175554339897918,2.27304381330208e-05,0.0111955802297381,0.0306440192579894,2.00436927880123e-05,1.26426606571965e-05,7.30594622008642e-06,5.05970353050034e-06,4.11306915765172e-06,3.28166039797072e-06,3.55785552109981e-06,3.87169790908178e-06,4.41951530788941e-06,5.1628466143427e-06,2.77879070295076e-06,0.690817160934117,0.00434526380213689,"C"
387,0.00857094489313396,0.0133652437268885,1.91075771800208e-05,0.0136951124984767,0.0270102005745649,2.07245211720027e-05,1.34314363068058e-05,7.90273202441959e-06,5.28065747544082e-06,4.33916108660195e-06,3.20302298304931e-06,3.2467034193369e-06,3.44118924389224e-06,3.75322319488472e-06,4.13433232517116e-06,3.47348837868845e-06,0.680933136827722,0.00430320737449982,"C"
388,0.0128877198751055,0.019244316989713,2.64277230205993e-05,0.0152133773046303,0.0488610649810821,1.73362409367318e-05,1.266254471089e-05,8.65605704322674e-06,5.97041383608075e-06,4.75152522107797e-06,3.55751282673637e-06,3.61946270037958e-06,3.86503082601795e-06,4.28923656866529e-06,4.78930357538226e-06,2.08409302721307e-06,0.695056486392511,0.00437803093947389,"C"
389,0.00984136212468855,0.0164893406342382,2.21842944693233e-05,0.0146428395126707,0.0312268535531054,1.70407935874453e-05,1.34247249020303e-05,8.95305620818138e-06,5.73614052207313e-06,4.73858779679294e-06,3.4770101485556e-06,3.57311566706367e-06,3.90128098437516e-06,4.00029054757711e-06,4.63402864120835e-06,2.77879070295076e-06,0.747000324439792,0.00444471275050358,"C"
390,0.00946523005169528,0.0192382885005406,3.03125270960316e-05,0.0166850360038637,0.0498457678278783,1.66094690693053e-05,1.28713850040494e-05,8.70727217050538e-06,5.70489190910216e-06,4.61632510457939e-06,3.50281434637204e-06,3.69101169809683e-06,3.87910838812841e-06,4.55243000797434e-06,5.35802915119703e-06,6.9469767573769e-07,0.995501765163924,0.00392840266382907,"C"
391,0.0104971117211225,0.0204573818985243,2.90268274603996e-05,0.0177424182534882,0.0479805221026919,1.1211217547911e-05,1.07595804170814e-05,9.59626587939339e-06,7.15149651728152e-06,5.22383620738874e-06,3.89212160392986e-06,4.10985361052003e-06,4.66837324384101e-06,5.65071070062719e-06,7.21091755244551e-06,1.38939535147538e-06,0.627917050910609,0.00443842464308401,"C"
392,0.0111218436985097,0.0207674121677455,2.94282685854409e-05,0.0132736645736095,0.0481020854358084,1.29634537038335e-05,1.11517129406166e-05,0,7.16022893653531e-06,5.29084980186017e-06,3.89532548014059e-06,4.18531188046796e-06,4.4067250205721e-06,4.92231893716041e-06,6.2225587340851e-06,3.47348837868845e-06,0.677458306362593,0.00449191417929162,"C"
393,0.0105776915663211,0.016849706112768,2.35485801122487e-05,0.0128600153248501,0.033119421591992,1.77424069090752e-05,1.27716086335529e-05,8.67825166138981e-06,6.07522683419605e-06,0,3.8768076883659e-06,3.77229361866047e-06,3.75058806766112e-06,3.86305989924212e-06,3.97619836271276e-06,6.9469767573769e-07,0.728817957712059,0.00453321494744781,"C"
394,0.0130737444834327,0.01750954929862,2.27771414767746e-05,0.0114517735548645,0.0307164647700041,0,0,7.31562189984432e-06,5.06804657170688e-06,4.10807601810735e-06,3.27948953720381e-06,3.55416625962304e-06,3.87014824697651e-06,4.41870070539484e-06,5.16162561370782e-06,2.08409302721307e-06,0.689591993572051,0.00436542154309498,"C"
395,0.00865781715704589,0.0130883495503292,0,0.0136639267278575,0.0270127687329325,2.07302432578182e-05,1.34431620394048e-05,7.90415052760368e-06,5.27358809295297e-06,4.34427156058375e-06,3.20791407150511e-06,3.24283687101328e-06,3.42790405395073e-06,3.75588854145723e-06,4.14167291763161e-06,2.77879070295076e-06,0.68070333597735,0.00429633075324955,"C"
396,0.0127965686486478,0.0190538463857309,2.63452945709916e-05,0.0153088379839148,0.0489685958588081,1.73387949927367e-05,1.26643981642889e-05,8.65386763403188e-06,5.96187711316222e-06,4.75769003772223e-06,3.54929420588355e-06,0,3.85697031835614e-06,4.28521433859254e-06,4.7957730864271e-06,3.47348837868845e-06,0.692724455209069,0.00437368782368183,"C"
397,0.00975939300918407,0.0164517418453891,2.20759107251547e-05,0.0144287235881041,0.0315030226459125,1.70471654239969e-05,1.34151120229423e-05,8.95899288610893e-06,5.73578046026779e-06,4.74802415320155e-06,3.46845015326493e-06,3.57056654341232e-06,3.90193233291593e-06,0,4.62738406634922e-06,6.9469767573769e-07,0.743339412880469,0.00442118935144533,"C"
398,0.00962513470821844,0.0193586935781162,3.03872246720246e-05,0.0164561096945025,0.049906025855643,1.66167839579518e-05,1.28733355067135e-05,8.70289904863661e-06,5.70424368670093e-06,4.61260708261884e-06,3.50287603552565e-06,3.68597201380819e-06,3.8844408180176e-06,4.54512262206279e-06,5.34149319295168e-06,3.47348837868845e-06,0.996587604029614,0.00397563984731709,"C"
399,0.0106198288498206,0.0202647595657492,2.90959441826145e-05,0.0176179181623644,0.0481350832002691,1.12181668866405e-05,1.07486795685025e-05,9.59508350394929e-06,7.13746800082698e-06,5.22357750197429e-06,3.88533211513557e-06,4.11807188402401e-06,4.67297464336602e-06,5.64869204812103e-06,7.20920262176318e-06,2.08409302721307e-06,0.62887122233642,0.00446134062280901,"C"
400,0.0100635436559979,0.018534432535033,3.35064253640496e-05,0.014727590725639,0.0346654140193107,0,1.36350125283272e-05,9.0990913853889e-06,6.0941496347157e-06,0,3.41565757597399e-06,3.49590627268451e-06,3.8175032234719e-06,4.09418449603446e-06,4.68249915690969e-06,1.38939535147538e-06,0,0.00426405433367794,"D"
401,0.0120822001636151,0.013051052385317,2.55623534092817e-05,0,0,1.82956183574558e-05,1.26526292909642e-05,8.66115612416665e-06,5.87306758752382e-06,0,3.72126064111241e-06,3.62923959758884e-06,3.71544914770602e-06,4.00881650268167e-06,4.33102006347951e-06,6.9469767573769e-07,0.762291759586967,0.00410635796128549,"D"
402,0.0124532779219866,0.0161430434366578,2.70010309612228e-05,0.0131992558390161,0,2.04213394756131e-05,1.33580302432618e-05,7.82659364544711e-06,5.3356900359174e-06,4.20469721070012e-06,3.32968846072238e-06,3.29757279558233e-06,3.49634643313185e-06,3.91556716419763e-06,4.28424224813488e-06,1.38939535147538e-06,0.739783554893066,0.00346028912284943,"D"
403,0.00813593733106146,0.0175993610368073,2.86203751336743e-05,0.0166032744501308,0.0327202605272452,2.2060134349348e-05,1.40250392842678e-05,7.77119039429075e-06,5.48618642265898e-06,4.19568899646906e-06,3.18021230698739e-06,3.08905400850733e-06,3.05064723068556e-06,3.16539433609414e-06,3.4462203139297e-06,3.47348837868845e-06,0.706507536225231,0.00394518810051434,"D"
404,0.0118174484271086,0.0162498221860513,2.61594117435131e-05,0.0141023628174751,0.0291078326134092,1.96745614961114e-05,1.33529344274009e-05,7.8945564053529e-06,5.17079374734384e-06,4.13963543881844e-06,3.3158129861658e-06,3.48484529629141e-06,3.78396780469194e-06,0,4.51949112608854e-06,1.38939535147538e-06,0.859618903957818,0.00426058084529925,"D"
405,0.0148987404812273,0.0154814017479932,0,0.0169506232879996,0.0289688930782617,1.7760450013928e-05,1.2860618510001e-05,7.45120639256689e-06,5.31023846664117e-06,4.174125927963e-06,3.41064512383424e-06,3.62705588491493e-06,4.11694675166838e-06,0,5.69557184508447e-06,3.47348837868845e-06,0.699282680397559,0.00436617489201138,"D"
406,0.0135563145843973,0.0189017009464876,2.74658452565054e-05,0,0.0408482233333762,1.39460855734947e-05,1.25825822990917e-05,9.33275899249305e-06,6.73522554201669e-06,5.46837631940656e-06,4.13459693551585e-06,3.91409739232507e-06,4.01483140356751e-06,0,4.83891652141135e-06,2.77879070295076e-06,0.760207666559754,0.00420708912426745,"D"
407,0.0112166541129818,0.0171380479066588,2.68635157647198e-05,0.0169506232879996,0.0395977675170483,1.32348358225255e-05,1.13801081397108e-05,8.81640035270329e-06,6.24923463854506e-06,5.29678960592726e-06,3.89873061026799e-06,3.98150119848097e-06,4.54650764081891e-06,0,6.50883704662869e-06,3.47348837868845e-06,0.648361340765986,0.00426474903135368,"D"
408,0.0100405974999952,0.0185150407719004,3.52489600669304e-05,0.0147607603166229,0.0347777896352637,0,1.36461743053531e-05,0,6.09045432936915e-06,4.7906647660081e-06,3.41518587625217e-06,3.49266342393416e-06,3.80380732826449e-06,4.07243142771409e-06,4.67777826938445e-06,1.38939535147538e-06,0.723322590651206,0.00426400162418649,"D"
409,0.0120829878257338,0.0131293831467904,3.26091088991272e-05,0.0142204074304472,0.023370461601131,0,1.26548187001591e-05,8.66324862303574e-06,5.86665212395815e-06,4.58072636423272e-06,3.72169364617369e-06,3.64034149167504e-06,3.7136144511444e-06,4.00255797132095e-06,4.3375211832686e-06,2.77879070295076e-06,0.762760111560694,0.00408916265991851,"D"
410,0.0124443348217687,0.0161595293627766,2.43699944648782e-05,0.013385074608422,0.0376300979840991,2.04244091362328e-05,1.33610604450536e-05,7.83559004981768e-06,5.32477168095714e-06,4.20606194428411e-06,3.31830431097053e-06,3.29841581121184e-06,3.48783339940406e-06,3.93558432196587e-06,4.29077824174729e-06,2.08409302721307e-06,0.739453851376161,0.00345005988158499,"D"
411,0.00813810539219675,0.0176081685320389,3.25535330850682e-05,0.0159691173773843,0.0323360506833529,2.20584755502379e-05,1.40163603567351e-05,7.77096301974148e-06,5.50582802686372e-06,4.19854531543262e-06,3.17608323241211e-06,3.10199344741562e-06,3.05113331064928e-06,3.16417139030577e-06,3.44949164528475e-06,6.9469767573769e-07,0.706172259843571,0.0039490520673414,"D"
412,0.0118124725508015,0.016226546847555,3.10668800589895e-05,0.0141222490525194,0.029231652748342,1.96625776833258e-05,1.33555264833687e-05,7.89125860601641e-06,5.16781766250098e-06,4.13304129901057e-06,3.32086343826841e-06,3.48289291794352e-06,3.78532600811777e-06,4.1461396152773e-06,4.52597112706829e-06,2.08409302721307e-06,0.861035741951578,0.00425026416660655,"D"
413,0.0148949711836313,0.0154495344442192,9.142221412708e-06,0.0166688601352116,0.0289704749118163,1.77643232313493e-05,0,7.45347062070142e-06,0,4.17667463479575e-06,3.39925555544052e-06,3.62409181834186e-06,4.12102441861566e-06,5.07804577217238e-06,5.69940789618012e-06,1.38939535147538e-06,0.698896942566129,0.00434243818394771,"D"
414,0.013535809075004,0.0188487804823015,2.84339758679437e-05,0.0143852140474447,0.0409089362839138,1.39531225830708e-05,1.25903331105297e-05,9.33039222698158e-06,6.73867596643254e-06,5.46318338481065e-06,4.13189886868282e-06,3.91949456803765e-06,4.03028738480616e-06,4.50798859985275e-06,4.83966179307788e-06,2.77879070295076e-06,0.759020584538896,0.00421888444959552,"D"
415,0.0112102391357045,0.017125388382285,3.67425600697664e-05,0.0172046386108671,0.0394983427677805,1.32235609487181e-05,1.1376849590793e-05,8.83412056207647e-06,6.26210571920206e-06,5.29465577254647e-06,3.90472974151659e-06,3.98941977940763e-06,4.53648947510687e-06,5.56369870522476e-06,6.51403866494554e-06,1.38939535147538e-06,0.647251294673497,0.00425753781244138,"D"
416,0.0100682742553966,0.0184431604033918,3.36721972495737e-05,0.0148537446696255,0.0346077946478339,1.63394313295554e-05,1.36365599673999e-05,9.09954912168744e-06,6.10042872912762e-06,4.80267921496114e-06,3.4111270356119e-06,3.49444268362126e-06,3.81324035012427e-06,4.09825486865615e-06,4.67819800572013e-06,2.77879070295076e-06,0.71881715527372,0.00427448614461645,"D"
417,0.0120787779578188,0.0129010151798452,2.54572804552962e-05,0.0145590909638047,0.0232856107963038,1.83048638804129e-05,1.26620924627031e-05,8.65910523768834e-06,5.86356940302206e-06,4.57159143714561e-06,3.72328526801858e-06,3.63064462363802e-06,3.70480644878349e-06,4.01411794905453e-06,4.33185140818807e-06,1.38939535147538e-06,0.763944695448711,0.00410723845863339,"D"
418,0.0124540119603917,0.0160882533812459,2.704024608926e-05,0.0132177048626679,0.0378849155091076,2.04256905755655e-05,1.33555217594245e-05,7.82427724551713e-06,5.34573126559229e-06,4.20030567934294e-06,3.32810781510078e-06,3.29746331122863e-06,3.49970085032892e-06,3.91611479437542e-06,4.27764567688514e-06,1.38939535147538e-06,0.736232989112557,0.00345632008299892,"D"
419,0.00813375658474663,0.0174841372090127,2.83235799319573e-05,0.0166000308788949,0.0326564933244823,2.20577567465528e-05,1.4019989179514e-05,7.76689632901748e-06,5.48313392107179e-06,4.19669200097329e-06,3.18114987097057e-06,3.08642464727443e-06,3.04257345429814e-06,3.1680788563225e-06,3.44272133014631e-06,2.08409302721307e-06,0.705903404896084,0.00396701826360398,"D"
420,0.0118192528001167,0.0161747293479217,2.60172239409734e-05,0.0139279418138955,0.0293588337264253,1.96719068478831e-05,1.33528188991775e-05,7.8908929171599e-06,5.16551765743614e-06,4.13456240904137e-06,3.31785373005805e-06,3.48792120919027e-06,3.78382865674749e-06,4.12551508333116e-06,4.52692862887476e-06,2.08409302721307e-06,0.859981890440367,0.00423987675796469,"D"
421,0.0148987781268943,0.015449367716777,1.48449721941038e-05,0.017163636060445,0.0288125751041565,1.77636149870689e-05,1.28539751161279e-05,7.44099294733819e-06,5.31284559754845e-06,4.17804131353323e-06,3.41337389630454e-06,3.62762525912996e-06,4.11845292569915e-06,5.06568272392565e-06,5.69321411064278e-06,2.08409302721307e-06,0.695346283696131,0.00435261285601503,"D"
422,0.0135561567699263,0.0187742324747181,2.71950227167911e-05,0.0143833683955008,0.0408858001558847,1.39531744769872e-05,1.25802038626593e-05,9.33576981221969e-06,6.7413169985864e-06,5.45680668537529e-06,0,3.91784431370893e-06,4.01058256311293e-06,4.49504923041423e-06,0,3.47348837868845e-06,0.760498026568492,0.00420980659053308,"D"
423,0.0112270647134109,0.0171359894688167,2.70832920581604e-05,0.0168664555585561,0.0395600804877005,1.3227844662996e-05,1.13875052110923e-05,8.81288247314312e-06,6.25376865239553e-06,5.29289110151056e-06,0,3.98053515189309e-06,4.54634063549767e-06,5.55820538335387e-06,0,2.77879070295076e-06,0.648477293171862,0.00427814218842916,"D"
424,0.00997860267941239,0.018578299942253,3.34956202448105e-05,0.0146239981862944,0.0344351994070038,1.63282221741481e-05,1.36308671978263e-05,9.09512778779997e-06,6.08015314382401e-06,4.78302566195638e-06,3.40117028117439e-06,3.48928788792775e-06,3.81951409536409e-06,4.09471364725407e-06,4.6882158935531e-06,2.08409302721307e-06,0.722200056464888,0.00425135462729587,"D"
425,0.0121127000453251,0.0131043323486033,2.55784771339263e-05,0.0147582968075131,0.0232462318516076,1.83013239789364e-05,1.264488931681e-05,8.65671262942333e-06,5.86742483618287e-06,4.58670778069059e-06,3.7218093133367e-06,3.6353125057306e-06,3.70175165469397e-06,4.01771773347067e-06,4.33130544528471e-06,6.9469767573769e-07,0.760095941111356,0.00411999491556329,"D"
426,0.0124467871045641,0.0161518668474132,2.69332266618568e-05,0.0129925071624598,0.0371181023027511,2.04225702020154e-05,1.3364538796316e-05,7.83226981174626e-06,5.33883451547686e-06,4.20412109791763e-06,3.33874829099075e-06,3.30577814770954e-06,3.50274272304167e-06,3.92450535290298e-06,4.28285695149969e-06,6.9469767573769e-07,0.737888016709002,0.00347078122868331,"D"
427,0.00811875111495069,0.0176161158734493,2.87642309053335e-05,0.0169587610807779,0.0325281286788171,2.20540593571133e-05,1.40244360088062e-05,7.76369564841605e-06,5.4731278430993e-06,4.18973877193683e-06,3.19874149180397e-06,3.10034263732876e-06,3.06006976261043e-06,3.16639609014256e-06,3.45701119186647e-06,1.38939535147538e-06,0.702070427837643,0.00393449805169293,"D"
428,0.0118020104038049,0.0161937640642369,2.6402982821743e-05,0.0137821133439814,0.0291353571327619,1.96669582384597e-05,1.33531925075875e-05,7.89319924397358e-06,5.16950244330418e-06,4.13245150068387e-06,3.31999985958771e-06,3.46995146441197e-06,3.77961205026506e-06,4.14735964333543e-06,4.51480073579127e-06,3.47348837868845e-06,0.857959392087876,0.00427208888951869,"D"
429,0.0148367763593347,0.0155581782137278,1.48921143089096e-05,0.0168918971519737,0.0290435895983142,1.77454553814158e-05,1.28744864818227e-05,7.44598976878024e-06,5.32584450257778e-06,4.17475525458745e-06,3.40409204065901e-06,3.62054816549792e-06,0,5.06663751641118e-06,5.68584503557762e-06,6.9469767573769e-07,0.700636844851107,0.00437782651981992,"D"
430,0.013533718035,0.0188114474292074,2.74300326882141e-05,0.0146081976558495,0.0408610276119047,1.39365470965277e-05,1.25797961445934e-05,9.33174341396089e-06,6.74458694054609e-06,5.47662140824082e-06,4.13479999564647e-06,3.91487330015911e-06,4.01019040627498e-06,4.49697152835276e-06,4.83845809041513e-06,2.77879070295076e-06,0.758980773499192,0.00423275811307526,"D"
431,0.0111614018891001,0.0170534802258694,2.69156470592932e-05,0.0169720398656068,0.0392466783574235,1.32178449762421e-05,1.13722827872122e-05,0,6.24996893398831e-06,5.29367201116785e-06,3.90303169198778e-06,3.97148872928986e-06,4.53861684779928e-06,5.56028982372992e-06,6.5338837460995e-06,6.9469767573769e-07,0.65148139656138,0.00425735855751602,"D"
432,0.0100861627205469,0.0186562172335638,3.35638471982423e-05,0.0149519536076502,0.0348537318038246,1.63454365046738e-05,1.36384758046501e-05,9.11026851523338e-06,6.09012191653131e-06,4.78356544205043e-06,3.39693234747332e-06,3.48323109677207e-06,3.809816949448e-06,4.1013607924946e-06,4.66574284056159e-06,2.77879070295076e-06,0.723058443669867,0.00425889862793048,"D"
433,0.0120832657048041,0.0131346489551725,2.54774621869438e-05,0.0145891364090301,0.0231062862205512,1.8288668810317e-05,1.26538750923061e-05,8.65541278060226e-06,5.88196249656396e-06,4.58830058352152e-06,3.72069383727877e-06,3.62240509238517e-06,3.71527582063593e-06,4.00615268444406e-06,4.32911297942008e-06,2.08409302721307e-06,0.765034883816548,0.00412937415045552,"D"
434,0.0123712595732579,0.0160073211020225,2.71747725574225e-05,0.0131157917063255,0.0373866142988368,2.0426154911492e-05,1.33497176298134e-05,7.82671716269386e-06,5.34483545293942e-06,4.20042836295248e-06,3.33819440853388e-06,3.30001924291721e-06,3.49771748846469e-06,3.93139376664629e-06,4.28556967645368e-06,6.9469767573769e-07,0.740433705775045,0.00346994931571206,"D"
435,0.0081707909178402,0.0175372885281834,2.86063528694989e-05,0.0162212815115673,0.0328898262054053,2.20381789155947e-05,1.40192903136523e-05,7.76478312815765e-06,5.492061689312e-06,4.1936705523722e-06,3.19033287113684e-06,3.09319315619891e-06,3.06361543007763e-06,3.1528466372052e-06,3.4410813573432e-06,2.77879070295076e-06,0.705264674149196,0.00396013165676932,"D"
436,0.0117318112036716,0.0161840521907301,2.62278615559594e-05,0.0141702769624376,0.0292392002842931,1.96945726100098e-05,1.33577035964146e-05,7.9010787134211e-06,5.16547326625466e-06,4.14412033754324e-06,3.30954549320506e-06,3.49029117031105e-06,3.78775460172239e-06,4.13154019627284e-06,4.52674717384186e-06,1.38939535147538e-06,0.859023285453989,0.00428001411453392,"D"
