"Sample_ID","Centroid.X","Centroid.Y","Mass","Width","Depth","Orientation..0","Orientation..1","Orientation..2","Orientation..3","Orientation..4","Orientation..5","Orientation..6","Orientation..7","Orientation..8","Orientation..9","Leaf.weight","Leaf.Area","Leaf.Hue","Class"
181,0.0118573558839025,0.0140921268223599,2.04652455497057e-05,0.0132594461962802,0.0300236574708468,0,1.29378909134594e-05,7.98955408947747e-06,5.14607855760388e-06,4.25633374158886e-06,3.33186154452186e-06,3.39717611688774e-06,3.76154615932844e-06,3.91359866886366e-06,4.50018005903792e-06,0,0.596718019068522,0.00411946149264767,"B"
182,0.00988368835900892,0.01632509042145,2.2612518968555e-05,0.0151873253220469,0.0300935204095171,0,1.3208716926662e-05,7.761562787612e-06,5.02506541809969e-06,4.15350368851919e-06,3.2603528392698e-06,3.41809596481583e-06,3.82771034695174e-06,4.18481003086701e-06,4.78356947129695e-06,0,0.661295537832964,0.00434687713328414,"B"
183,0.0135210689310914,0.0193083160895071,2.17100879309345e-05,0.0156879186803518,0.0435312832099573,1.56242407670811e-05,1.2859972927451e-05,8.1087418413689e-06,5.4349913026734e-06,4.55122408227903e-06,3.522021000362e-06,3.6209987464104e-06,4.0250596458567e-06,5.20298339778635e-06,6.54995627152537e-06,0,0.788444651175975,0.00429999076587008,"B"
184,0.011027592084954,0.0197114309218707,2.56989739046481e-05,0.0155238997393669,0.0489437639668056,1.22348008729802e-05,1.13148838780427e-05,9.3184470393868e-06,6.30018987942321e-06,5.1604621340405e-06,3.90232254460039e-06,3.96942075324873e-06,4.47429756879343e-06,5.55387977880612e-06,7.26922366730971e-06,0,0.658721392769137,0.0047401972987666,"B"
185,0.0106636089682777,0.0183713242315493,2.8287081419181e-05,0.0172235910541366,0.0477760765920749,1.58854411882282e-05,1.20172603945392e-05,8.23246451021777e-06,5.49458045467492e-06,4.64104751917517e-06,3.57174822415875e-06,3.80963924578254e-06,4.35999249951592e-06,4.9510302363405e-06,6.49210045969458e-06,0,0.721918996373936,0.00437537291640429,"B"
186,0.0116483448340545,0.0163617074913316,2.46518792314413e-05,0.0156346634344088,0.0430851610964069,1.86395369171414e-05,1.24261080388504e-05,8.39063730627625e-06,5.59016599197269e-06,4.82286810199483e-06,3.53167820116173e-06,3.55730136076387e-06,3.7114752685915e-06,4.12210488191074e-06,4.7210729400527e-06,0,0.705199002988514,0.0039896047412744,"B"
187,0.0120957199946435,0.0175004692457023,2.46044812594815e-05,0.0173805245859583,0.0313204556799101,1.92622721111053e-05,1.27561696724073e-05,7.85061448486016e-06,5.37988920295947e-06,4.33518949998976e-06,3.1706015119924e-06,3.41061803062489e-06,3.67646924430178e-06,4.3826108832612e-06,5.24066775949512e-06,0,0.729147827956406,0.00465230480601626,"B"
188,0.01195239126927,0.0140580737496068,2.10336504530734e-05,0.0134124025561204,0.0300025073167452,2.02381028210512e-05,1.29492068438995e-05,7.9882957835774e-06,5.12933363429767e-06,4.27871023160344e-06,3.32315614900765e-06,3.39149251732346e-06,3.77015777065641e-06,3.90841233389568e-06,4.46909164335099e-06,0,0.593090867940555,0.00413185362024441,"B"
189,0.00999861843389133,0.0163459451623119,2.23008729367447e-05,0.0149965328298967,0.0298741062133461,1.98830215812328e-05,1.32104460291769e-05,7.75582784988948e-06,5.01654661838119e-06,4.15801415211845e-06,3.26766342079066e-06,3.38529928754425e-06,3.81640963039075e-06,4.17358809302244e-06,4.77795686983513e-06,0,0.664928100794764,0.00435890237228148,"B"
190,0.0135229126239879,0.0193508220490632,2.20854862989776e-05,0.0159806537770788,0.0438293107358813,1.56203288549993e-05,1.28354027211159e-05,8.10789257346031e-06,5.42737859713336e-06,4.53883150938108e-06,3.51819036790821e-06,3.62500409532964e-06,4.00961436296226e-06,5.19955562051473e-06,6.53587933464283e-06,0,0.786361602974066,0.00431877395855542,"B"
191,0.0111506436550072,0.0195747145860129,2.5797348653114e-05,0.0158484337746696,0.0487490602989531,1.22163730445545e-05,1.13114584627432e-05,9.31025544227357e-06,6.30903199144e-06,5.15602676725998e-06,3.89232779020002e-06,3.9903057273535e-06,4.47105187178262e-06,5.54511074898482e-06,7.28030152485633e-06,0,0.66248648223396,0.00473063349173299,"B"
192,0.0106877019937263,0.018615683868058,2.79763784394655e-05,0.0170835567518688,0.047924340415002,1.58856787053636e-05,1.20097987857436e-05,8.23818833277748e-06,5.48577286913261e-06,4.64193242507452e-06,3.58017553219335e-06,3.80557998832367e-06,4.34677775191874e-06,4.93019583622653e-06,6.50656225908948e-06,0,0.717968666815923,0.00436543272286467,"B"
193,0.0115884132030458,0.0164350749296849,2.47250213098686e-05,0.0159293703054428,0.0430430448622469,1.86166689285213e-05,1.24126109661178e-05,8.39573659562547e-06,5.58689354910136e-06,4.82580556164692e-06,3.54233333517266e-06,3.54537263750401e-06,3.71429865888523e-06,4.12102886468078e-06,4.69177906740173e-06,0,0.703359151770136,0.00399308462781868,"B"
194,0.0123139294877872,0.0173991126672438,2.49260193693758e-05,0.0174702658470663,0.0313583509518332,1.92690390916948e-05,1.27488476283748e-05,7.85325544754425e-06,5.37549503175113e-06,4.32358568683284e-06,3.17001011586105e-06,3.39954413285502e-06,3.68278050321609e-06,4.38239108091659e-06,5.2334372071465e-06,0,0.730598733229487,0.00465521875154142,"B"
195,0.012023953181417,0.013977901052822,2.09502475510359e-05,0.0135454114572101,0.0298031150161806,2.02301574247942e-05,1.2956029747652e-05,7.99075966782394e-06,5.14278826100229e-06,4.27498415114986e-06,3.34245762923035e-06,3.39675165660786e-06,3.76115928219282e-06,3.91444085085596e-06,4.48906420152844e-06,0,0.593556537894965,0.0041170709066476,"B"
196,0.00990003811048926,0.0166714842375831,2.23016959450811e-05,0.0150246373662328,0.0302394052124657,0,1.32086610034991e-05,7.77634921923077e-06,5.02022497310445e-06,4.13697439937153e-06,3.27024679303742e-06,3.40055672418718e-06,3.81635065055808e-06,4.19018539307256e-06,4.76960347763322e-06,0,0.659222241658088,0.00436396966385575,"B"
197,0.0135605948599218,0.0192672339128375,2.14021017748893e-05,0.0159026942342554,0.0437967954736912,1.55939376376468e-05,1.28465911050628e-05,8.11149048219272e-06,5.44282985442782e-06,4.55154947867035e-06,3.50968650418974e-06,3.64656396822639e-06,4.01433184646889e-06,5.19813767308878e-06,6.53387534025762e-06,0,0.790659204953203,0.00431781024128885,"B"
198,0.0111103990405903,0.0194526938847878,2.58171784509191e-05,0.0156472583241109,0.0492373027523267,1.22249072665614e-05,1.13258478746403e-05,9.31213967077948e-06,6.29811384488903e-06,5.1699079383375e-06,3.90413007848289e-06,3.97078222175364e-06,4.46233418011955e-06,5.55750408605021e-06,7.2897778263813e-06,0,0.66130758722521,0.00475515434605044,"B"
199,0.0108411034463673,0.0186975406856832,2.78267213864557e-05,0.0173126890599318,0.0481013461802237,1.58798831900037e-05,1.20027539955535e-05,8.23390996767168e-06,5.48177967742271e-06,4.64832621407271e-06,3.5784201701063e-06,3.81616474946005e-06,4.36061112779617e-06,4.93662310965268e-06,6.50968478620239e-06,0,0.721613106398657,0.00438659782755491,"B"
200,0.0114686452466026,0.0164301081122355,2.44698487804538e-05,0.0156796346537128,0.042878051260423,1.86279695756125e-05,1.24339329050606e-05,8.39655349062237e-06,5.58292890946593e-06,4.80516317597051e-06,3.52903161142647e-06,3.54648859985032e-06,3.7142580190712e-06,4.1228398025819e-06,4.70172234470433e-06,0,0.699384024978588,0.00401156806054103,"B"
201,0.0125513205215998,0.0174797564802044,2.49558589965208e-05,0.0173298782840835,0.0313294358075141,1.92815926260443e-05,1.27593863310553e-05,7.86876894975045e-06,5.37090634519358e-06,4.34686243556541e-06,3.17794835673193e-06,3.39748616046042e-06,3.67920607526511e-06,4.35794258561436e-06,5.22762224025174e-06,0,0.73133717462847,0.00467707264758776,"B"
202,0.0121055511199534,0.0140839923085546,2.05223719984468e-05,0.0134488381709691,0.0305623016022026,2.02107014438084e-05,1.29474386993752e-05,7.9860747656383e-06,5.14713748527101e-06,4.26260137348914e-06,3.32746945740654e-06,3.39419079256579e-06,3.75261602911613e-06,3.91983615088481e-06,4.49553176741979e-06,0,0.591149988992758,0.00414484636330536,"B"
203,0.00992957828820117,0.0163141799999372,2.24987972369159e-05,0.0150249199345124,0.0299324297859629,1.98740785991135e-05,1.32033051622982e-05,7.75498636259486e-06,5.01870191792016e-06,4.14482670613993e-06,3.25452071334244e-06,3.4100524077773e-06,3.81679296456822e-06,4.17771216577446e-06,4.76757315420611e-06,0,0.660843725290971,0.0043635823483659,"B"
204,0.0135495133274244,0.01916286123495,2.16754965716875e-05,0.0153953478309963,0.0437220515405223,1.56093677761319e-05,1.28557661162058e-05,8.12284594093056e-06,5.43272999226911e-06,4.54405778946542e-06,3.50969977291535e-06,3.63955648330145e-06,4.00645598944928e-06,5.20700132073352e-06,6.52292405662753e-06,0,0.788105300392447,0.0042993960893763,"B"
205,0.0112219711900524,0.019276440143694,2.58111869613449e-05,0.0156225542495337,0.049193293272485,1.22110717371212e-05,1.12888150698816e-05,9.30967474448643e-06,6.30296165367963e-06,5.1696834120487e-06,3.90445408547886e-06,3.98281751163696e-06,4.45669038673209e-06,5.55738133297091e-06,7.2632671904984e-06,0,0.657697764983416,0.00469724234637694,"B"
206,0.0105485293875085,0.0184976438887194,2.79685830979065e-05,0.0174304898757015,0.0482748068337363,1.58939698526537e-05,1.20069901230406e-05,8.24370485755074e-06,5.48296830514589e-06,4.64691764506538e-06,3.58676578169424e-06,3.81702346525703e-06,4.35465986121742e-06,4.9416532071134e-06,6.50148137922867e-06,0,0.717102157900418,0.00436996819210677,"B"
207,0.0114308999321198,0.0164606884746712,2.44178272481132e-05,0.0155748491447845,0.042480002712322,1.86310992581114e-05,1.24205369803096e-05,8.36762759933023e-06,5.58049107638223e-06,4.81503733085438e-06,3.53963505993033e-06,3.54939445075816e-06,3.7178345311152e-06,4.12873896683496e-06,4.69615281449841e-06,0,0.706026683166829,0.00398624998992775,"B"
208,0.0122039993882742,0.0174838885419796,2.48370554819139e-05,0.0176986098886236,0.0311615303664883,1.92809933798292e-05,1.27517721666502e-05,7.84990061352857e-06,5.39118005481347e-06,4.32506178045425e-06,3.18362424515201e-06,3.40848732338363e-06,3.67459988232613e-06,4.37831834632281e-06,5.23489350188415e-06,0,0.730262764928942,0.00465836211472172,"B"
209,0.0119292927938549,0.0140050443846131,2.09435913052559e-05,0.0132576519589112,0.0300975296209554,2.02071805770483e-05,1.29469493543324e-05,7.98438901225836e-06,5.15174847162395e-06,4.27248838028e-06,3.33166827962847e-06,3.40925030984089e-06,3.75764779385127e-06,3.91523648810398e-06,4.48092595719671e-06,0,0.591516639936078,0.00412754397290227,"B"
210,0.00996053416946553,0.0164162202929012,2.24776290345687e-05,0.0150630627063765,0.0298650583249307,1.98814325992391e-05,1.32226497137768e-05,7.77224577899973e-06,5.01472421796842e-06,4.14129305694252e-06,3.26674086227728e-06,3.40800964926179e-06,3.82850515056255e-06,4.18164061166099e-06,4.77213981884734e-06,2.08409302721307e-06,0.66606069614858,0.00436925690157705,"B"
211,0.013674301620826,0.0191718035084777,2.16459322532313e-05,0.0157797448194955,0.0440384736049594,1.56117237738294e-05,1.2856644491947e-05,8.11391032260662e-06,5.42657045532718e-06,4.56428134191313e-06,3.51080864934536e-06,3.65015875081926e-06,4.01909524949189e-06,5.20214135473359e-06,6.52779583248794e-06,3.47348837868845e-06,0.789142791078696,0.00430174696437314,"B"
212,0.0110722964569868,0.0194015788634442,2.56339728493433e-05,0.015491451070896,0.0489167895090725,1.22192836194065e-05,1.13068667889857e-05,9.30937039743468e-06,6.31802936838731e-06,5.17209463821142e-06,3.89951957841832e-06,3.96292484369221e-06,4.46492067850586e-06,5.54445043884403e-06,7.27318288830327e-06,1.38939535147538e-06,0.661768112179164,0.00475053329422287,"B"
213,0.01056905427202,0.0187562585339658,2.82024696042483e-05,0.0171658041979971,0.0480660144816636,1.58842674965051e-05,1.20180714540756e-05,8.24254582394854e-06,5.4896390701074e-06,4.64976757281033e-06,3.5851571397563e-06,3.83250480296084e-06,4.34779999954859e-06,4.93291856482704e-06,6.49200139580602e-06,2.77879070295076e-06,0.716352397097506,0.00437085021640017,"B"
214,0.0114497190698522,0.0162227038216947,2.43877387802607e-05,0.0159154599917978,0.0430442159974826,1.86339474491122e-05,1.24215283833626e-05,8.37973124746484e-06,5.58411170172864e-06,4.81837938243281e-06,3.55236025407542e-06,3.5463905085385e-06,3.70480992227187e-06,4.1253515514983e-06,4.69778702131081e-06,2.08409302721307e-06,0.703684501616708,0.00398962633456226,"B"
215,0.0123427925853564,0.0174707765332217,2.48456111700789e-05,0.0175443196675642,0.0311238434205042,1.92654231208229e-05,1.27516566384267e-05,7.86250187360832e-06,5.3742546490511e-06,4.33199576636509e-06,3.17115949316555e-06,3.40078722487599e-06,3.67840411626824e-06,4.3799920119632e-06,5.24361063778908e-06,2.08409302721307e-06,0.72873442656883,0.00465795674681807,"B"
216,0.0118187961405996,0.0138984833187364,2.06646960312007e-05,0.0137606057818197,0.0301886852101146,2.02351851602828e-05,0,7.99759111635784e-06,5.13655869853464e-06,4.27346269377022e-06,3.33441184915926e-06,3.38671924959346e-06,3.76424075267309e-06,3.91850990355206e-06,4.48912123620762e-06,2.77879070295076e-06,0.595092982612785,0.00410968742911023,"B"
217,0.00993642856304208,0.0160169814984315,2.21651945903661e-05,0.0153630447642112,0.0302576328707031,1.98769875761608e-05,1.32076016590134e-05,7.75725475891545e-06,5.02596817772931e-06,4.16155009381819e-06,3.2605902174656e-06,3.41514405545209e-06,3.81585345543155e-06,4.19989942014217e-06,4.76759712127593e-06,2.08409302721307e-06,0.664804846421618,0.00438068204613344,"B"
218,0.0134078690910811,0.0192500105859769,2.15972426298831e-05,0.0159946335118626,0.0439347281001336,1.56167676957739e-05,1.28651066738049e-05,8.11493354281321e-06,5.42981879218916e-06,4.55646168593549e-06,0,3.62905932354199e-06,3.99354454685732e-06,5.195448498386e-06,6.54641247974189e-06,3.47348837868845e-06,0.78871091837462,0.00431431757091794,"B"
219,0.0111997434209162,0.0195135332564084,2.59866550202083e-05,0.0154414433837536,0.0487795883367599,1.22188016381591e-05,1.13032088583741e-05,9.30946425109068e-06,6.29033357826961e-06,5.17085203247883e-06,3.90059052435524e-06,3.97484300754739e-06,4.47331318218691e-06,5.53766358990091e-06,7.268459916685e-06,6.9469767573769e-07,0.662343359785168,0.0047035297674352,"B"
220,0.0106650468048981,0.0185149958041198,2.7891958430561e-05,0.0168591790380623,0.0479596400324235,1.58820096595892e-05,1.19896108018169e-05,8.2402936140838e-06,5.48164184940384e-06,4.62328326596934e-06,3.57193224957305e-06,3.81960378083402e-06,4.35239813399453e-06,4.93180531180167e-06,6.50053992493851e-06,2.08409302721307e-06,0.725653973820656,0.00439165684389047,"B"
221,0.0115041474656542,0.0165620841576619,2.42667430776682e-05,0.0158818768194996,0.0430039121809298,1.8634303481671e-05,1.24281378065194e-05,8.37925815834767e-06,5.58537091073568e-06,4.8170095775558e-06,3.5328424449965e-06,3.54754176152674e-06,3.7037223730605e-06,4.12834472590398e-06,4.7167838766027e-06,3.47348837868845e-06,0.706034001112146,0.00398023699251354,"B"
222,0.0123881973446389,0.0174840971596917,2.4879824127502e-05,0.0174757204951176,0.0310208756366733,1.92711948775222e-05,1.27606822200996e-05,7.85683564148593e-06,5.38311308646327e-06,4.34738144419895e-06,3.17559228956467e-06,3.40064710435479e-06,3.67808531950484e-06,4.38129964139824e-06,5.23037768911279e-06,3.47348837868845e-06,0.733109217796114,0.00467101585017979,"B"
223,0.0118941385558161,0.0141838792401862,2.07659532192628e-05,0.013364810200804,0.0303528995973436,2.02220985149371e-05,1.29494888911558e-05,7.98030814970177e-06,5.14398439146037e-06,4.266435271022e-06,3.31911557891626e-06,3.40881355341216e-06,3.76099769551344e-06,3.92405032592537e-06,4.48859437749034e-06,2.08409302721307e-06,0.594051516032798,0.00412419996574988,"B"
224,0.0100157350065601,0.0165981533125397,2.2589673071321e-05,0.015170815803995,0.029471894175347,1.98675957498732e-05,1.32027824022972e-05,7.74131241983402e-06,5.01536639649987e-06,4.15312028487195e-06,3.24780423727388e-06,3.41133607014253e-06,3.80832355785447e-06,4.1649436224944e-06,4.7796187950848e-06,2.77879070295076e-06,0.662731051175932,0.00438066577006159,"B"
225,0.0133514194168157,0.0193318952540319,2.16565689777538e-05,0.0155949429971762,0.0437550610731617,1.56294168899933e-05,1.28571123708316e-05,8.09553522173452e-06,5.44568006005183e-06,4.54782624647723e-06,3.50396108382538e-06,3.63887262290946e-06,4.01206956348785e-06,5.1967733563234e-06,6.52675316074643e-06,6.9469767573769e-07,0.790193183690179,0.00432117261763719,"B"
226,0.0111618294616256,0.0197065249182558,2.5583816302383e-05,0.0154759011734785,0.04898318200214,1.22320129122679e-05,1.12996049752416e-05,9.29313857783177e-06,6.29789897489793e-06,5.15904286668897e-06,3.91283436248082e-06,3.97317357956283e-06,4.47101546962441e-06,5.55071390255825e-06,7.28246467447904e-06,1.38939535147538e-06,0.657523398159308,0.0047428972871334,"B"
227,0.0106877345611533,0.0184196462417285,2.7943072131979e-05,0.0171837028126803,0.047845794040211,1.58942412710356e-05,1.20151372595026e-05,8.23374810311323e-06,5.48969318705634e-06,4.62837345477901e-06,3.58943404599698e-06,3.82622758423265e-06,4.35450883394272e-06,4.93052387246901e-06,6.50187798213175e-06,2.08409302721307e-06,0.722219682368925,0.00436958612992074,"B"
228,0.0113264381800963,0.0163480295610061,2.45849921414166e-05,0.0157627377033925,0.0428301985115767,1.86367104701779e-05,1.24160903594267e-05,8.3865514418964e-06,5.57850451890869e-06,4.81393213632204e-06,3.54198848724643e-06,3.53746218454016e-06,3.69512298841161e-06,4.12214107565964e-06,4.70669783892773e-06,6.9469767573769e-07,0.701023804655749,0.00400739780150874,"B"
229,0.0122187456038446,0.0176064461125156,2.47913047770828e-05,0.017241549697646,0.031126372981469,1.92571005731978e-05,1.27609252253466e-05,7.86097201038681e-06,5.37771730014604e-06,4.33727442665418e-06,3.1738283826962e-06,3.40457631440876e-06,3.68288776453722e-06,4.36934424174763e-06,5.22708648940421e-06,1.38939535147538e-06,0.72891500072508,0.00463954464148487,"B"
230,0.0118686348355854,0.0139107453023652,2.06622299933914e-05,0.0134539729663165,0.0301227723085345,2.02333334436282e-05,1.29657936540147e-05,7.97726342872855e-06,5.14763579191382e-06,4.25866452176073e-06,3.33302856714733e-06,3.41198380625539e-06,3.77902114042208e-06,3.9173876194569e-06,4.48894311572356e-06,6.9469767573769e-07,0.597910676177168,0.00412847976123819,"B"
231,0.00980158615332372,0.0165762380948348,2.25872851175304e-05,0.0151985114134914,0.0302536602906733,1.98728940701066e-05,1.32197018336596e-05,7.74146983832734e-06,5.0127721174996e-06,4.14114425270038e-06,3.26180385430511e-06,3.40093693222511e-06,3.82377168900938e-06,4.18317082223134e-06,4.77352289244997e-06,2.08409302721307e-06,0.668098292504597,0.0043613480589224,"B"
232,0.0136022763731172,0.0193821059040472,2.16114030694262e-05,0.0159165189403059,0.0435372578322719,1.56085187166327e-05,1.28464794671463e-05,8.11417826750015e-06,5.43973205855217e-06,4.56536430611983e-06,3.52412850470088e-06,3.65083621999264e-06,3.99590825569902e-06,5.19227192379392e-06,6.53152566430898e-06,1.38939535147538e-06,0.791068921664307,0.00430839090844678,"B"
233,0.0110577765808662,0.019423695536528,2.59977972067597e-05,0.0154085350894064,0.0492606683251041,1.22011364488418e-05,1.13091628342737e-05,9.30485347314704e-06,6.29666185727697e-06,5.15577348048741e-06,3.90653046736187e-06,3.97787286199036e-06,4.47490869433877e-06,5.55257548391992e-06,7.26802517487953e-06,3.47348837868845e-06,0.659642989890403,0.00473140327233353,"B"
234,0.010449566306528,0.0187791165884092,2.81754581608109e-05,0.016836744776989,0.0480362859783588,1.58899014946553e-05,1.20063008440068e-05,8.22827923460052e-06,5.48417964948308e-06,4.64329180948641e-06,3.58887453648894e-06,3.81445607105681e-06,4.35722690806881e-06,4.9378800261574e-06,6.50117807422345e-06,1.38939535147538e-06,0.724806306495511,0.00435990557407985,"B"
235,0.0113834502051832,0.0163918065741646,2.45158330426435e-05,0.0158529271973349,0.0428269691469083,1.86239433162932e-05,1.24303826525887e-05,8.3907586699602e-06,5.59199617299943e-06,4.81687883545322e-06,3.54894366143638e-06,3.54479791411688e-06,3.70507592201191e-06,4.12446143536637e-06,4.69700444437909e-06,6.9469767573769e-07,0.70008423299629,0.00401394884157811,"B"
236,0.0121772624337825,0.0176710324749899,2.45563351675948e-05,0.0174513212399866,0.031536798819119,1.92621249046678e-05,1.2755117691717e-05,7.8531698607906e-06,5.36742153324277e-06,4.34668389826274e-06,0,3.40980106615822e-06,3.66194735355792e-06,4.37516032015868e-06,5.23113331177469e-06,6.9469767573769e-07,0.731955555596342,0.00466275695909211,"B"
237,0.011976272536973,0.0139712002352391,2.06427504621544e-05,0.0134769192334708,0.0297657941897655,2.02308052303769e-05,1.29596572505054e-05,7.98487745419417e-06,0,4.26236920552591e-06,3.32307792604936e-06,3.39815543220122e-06,3.76251686039074e-06,3.91527671109941e-06,4.48758803843727e-06,3.47348837868845e-06,0.591751839212618,0.00412150086868019,"B"
238,0.0100691240512754,0.0164726092783776,2.26185878474503e-05,0.0150108364744187,0.0300740547236048,1.98731854263118e-05,1.32185771181226e-05,7.7634003324341e-06,5.03091894071545e-06,4.139037790408e-06,3.26928178849605e-06,3.41100254578841e-06,3.82485791829516e-06,4.1866677219217e-06,4.76399886519467e-06,0,0.663408636850111,0.00439624323169341,"B"
239,0.0133166504858958,0.0193949231108995,0,0.0157604642496728,0.0435658431966573,1.56218520491231e-05,1.28456479834982e-05,8.11085844624733e-06,5.43024255777136e-06,4.54472900635972e-06,3.51431200972411e-06,3.6449155895814e-06,4.01414566749179e-06,5.19991505709215e-06,6.53548162022346e-06,0,0.788821467005156,0.00430171566129587,"B"
240,0.011125693310104,0.0198275749323126,2.58066555178759e-05,0.0153905350488625,0.0488570658983358,1.22359299651125e-05,0,9.30838795598166e-06,6.29913762085377e-06,0,0,0,0,0,0,0,0.658044316308353,0,"B"
241,0.0108275515342002,0.0188246353962092,2.80986885100605e-05,0.017496376031421,0.048196458128222,1.58911629266949e-05,1.20194652260224e-05,8.22682655229079e-06,5.49712985620534e-06,4.64123911679414e-06,3.58688249090376e-06,3.82142416662353e-06,4.3588827894487e-06,4.9387455499916e-06,6.50282527188239e-06,0,0.726875846301115,0.00438830790507927,"B"
242,0.0116583601306652,0.0166112128021533,2.43102769327462e-05,0.0158258576771719,0.0428612542903669,1.86291779327497e-05,1.24284739707247e-05,8.38721626757208e-06,5.58644845630052e-06,4.8181128964044e-06,3.53899802216168e-06,3.54439755984635e-06,3.71088630390201e-06,4.12298645326125e-06,4.70362866459632e-06,0,0.703255177758404,0.00399394977998963,"B"
243,0.0123684519942832,0.0176562232850752,2.49398288476532e-05,0.017278607803294,0.0316086549218378,1.9259325134095e-05,1.27566555439618e-05,7.8501295858825e-06,5.3725167238757e-06,4.33058976773916e-06,3.18659928794836e-06,3.41406150806398e-06,3.6695094156374e-06,4.37404491357051e-06,5.23259391363793e-06,0,0.72900181014664,0.00465816256281436,"B"
244,0.0119403269201829,0.014304767556412,2.06227927010374e-05,0.013350925577079,0.029902666631138,2.02293108662066e-05,1.29508791896143e-05,7.98510441192483e-06,5.14134183097163e-06,4.27139735758026e-06,3.33140839322797e-06,3.39353770728083e-06,3.77256969151681e-06,3.91151777144576e-06,4.48454408163149e-06,0,0.597484311383614,0.00410107462915452,"B"
245,0.00980198795256541,0.0164309810693348,2.21615753544151e-05,0.0150421754606103,0.0297837060314926,1.98785075746754e-05,1.32180895792937e-05,7.75997276357177e-06,5.01985865902003e-06,4.13762866564254e-06,3.2627141861394e-06,3.40170860240332e-06,3.81618017174845e-06,4.19158882131709e-06,4.76855024648704e-06,0,0.664857041697848,0.00436283123220782,"B"
246,0.013534081500824,0.0193441482899547,2.15115938397297e-05,0.0160672815490907,0.0437106321487573,1.56225349369383e-05,1.28539053684813e-05,8.11325466694026e-06,5.42815130935809e-06,4.55041364797051e-06,3.5159348929644e-06,3.63775158927012e-06,4.02501018338219e-06,5.19641030731806e-06,6.53849174525244e-06,0,0.786707520734723,0.00431894081521137,"B"
247,0.0111533937477491,0.0198872177705505,2.58562017729281e-05,0.0160472094476833,0.0489114751691108,1.22337050568665e-05,1.13101960581269e-05,9.31187186482548e-06,6.29262156506465e-06,5.16357556061385e-06,3.89254293807019e-06,3.9714558700898e-06,4.46963906511947e-06,5.54717552941665e-06,7.27883668533727e-06,0,0.664286649889657,0.0047270839673043,"B"
248,0.0110080407358713,0.020767817628044,2.93645327135431e-05,0.0132687256065899,0.0481425489286219,1.29640478092858e-05,1.11535342295131e-05,0,7.15258052353474e-06,5.28855577119535e-06,3.89641393245894e-06,4.18299381326356e-06,4.4066995251674e-06,4.92810722766442e-06,6.22334158889589e-06,0,0.675246140817035,0.00450025154342876,"C"
249,0.0105293874168191,0.0170491243672378,2.33928318110786e-05,0.0127824372335735,0.0332065489002616,1.77415456923665e-05,1.27775266935828e-05,8.68080224390628e-06,6.07222699069268e-06,4.95128136955028e-06,3.88027874530272e-06,3.78169961678066e-06,3.75230383198065e-06,3.86784018341864e-06,3.96426227565754e-06,0,0.729432559524575,0.00454123870629728,"C"
250,0.0128900894541426,0.0172822560081382,2.27009068127043e-05,0.0113930418820981,0.0305666977324584,2.00353437029359e-05,1.26426472495313e-05,7.31251528130819e-06,5.0673615997986e-06,4.11608602124814e-06,3.2798310505812e-06,3.55418286289749e-06,0,4.41969273367579e-06,5.16916662644772e-06,0,0.687889638515461,0.00435228093849663,"C"
251,0.00871854654413051,0.0131252842290412,0,0.0139634232823276,0.0270237395861961,2.07241117866624e-05,1.34379122090693e-05,7.9093399887112e-06,5.27251673019745e-06,4.34149492344359e-06,3.20408343905133e-06,3.24866468981505e-06,3.43680980027462e-06,3.75356422197374e-06,4.14126985404015e-06,0,0.681706829201395,0.00429531572908614,"C"
252,0.0127107593902783,0.0190915673232723,2.66567139924202e-05,0.0152833488662292,0.0491151256746547,0,1.26650236700761e-05,8.64899571923193e-06,5.96639966450104e-06,4.75450755819991e-06,3.54797365507174e-06,3.61195371320253e-06,3.86252769135274e-06,4.28502517241544e-06,4.78904097966083e-06,0,0.692474643175329,0.00436409079898417,"C"
253,0.00989092048832125,0.0163394656684615,2.21232113005004e-05,0.0145191814229177,0.0311919256406223,0,1.34218609413923e-05,0,5.7388573457434e-06,4.74003519940033e-06,3.47769998334761e-06,3.56959341090814e-06,3.89796470608049e-06,3.99966247140847e-06,4.63322980835102e-06,0,0.746869471185591,0.00442869768282777,"C"
254,0.00961048822344644,0.0193556216875169,3.0443643223834e-05,0.016533804682557,0.0497403535828186,0,1.28639819582679e-05,8.70640095015024e-06,5.70353863802983e-06,0,3.50916436941666e-06,3.684977067797e-06,3.87884627869535e-06,4.54612805800889e-06,5.34874500304917e-06,0,0.994668132121225,0.00394935628656877,"C"
255,0.0106255507897497,0.0203058175599928,2.91049357241014e-05,0.0176453209637373,0.0478646698583268,0,1.075447876576e-05,9.59507051310275e-06,7.14160923261158e-06,0,3.89868858105861e-06,4.11374162500183e-06,4.67322119157114e-06,5.64470135732276e-06,7.20856079058057e-06,0,0.629048745380478,0.00444050754331532,"C"
256,0.0110141607167275,0.0207764275929385,3.80972205374549e-05,0.0129909729782188,0.0480266848188205,1.29751353925999e-05,1.11627168128608e-05,9.27687480213577e-06,7.15196675813823e-06,5.28761605364938e-06,3.90121943416109e-06,4.18689877836865e-06,4.40562496680257e-06,4.9334818951723e-06,6.22984868308499e-06,0,0.674109568319026,0.00450408613774339,"C"
