"V1","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","Class"
27,1.78742806346097,0.136446082105357,-1.58132763708944,-0.987653062857275,0.127845088627994,0.590563027962619,0.953687962858576,0.140144143933894,0.801334355666107,0.431610522350999,"A"
28,-0.854231484533845,0.640565329500326,0.899485463883171,-0.536601518940775,0.216732303393218,0.627006055858233,0.452950027408199,-0.0496856164545446,0.970711560928343,0.0832835619855552,"A"
29,0.449015086874607,0.498821413627236,0.411334490317259,-0.458314567434366,0.169272014083578,0.751560857333195,0.87364239091563,-0.332796929529248,0.88104590025882,0.578174288340642,"A"
30,-5.06115389059351,0.211776401818924,2.71015964449219,0.32534931225631,0.250892899088068,1.01775476812875,0.040422569957216,-0.71917522456541,0.305232751897394,-0.433237053901199,"A"
31,-0.214532763914112,0.180205454800072,-1.88370668673763,-0.452320407161399,-0.361503582079213,1.58111142219875,0.532172573453533,-0.0695733080980136,0.3778285622467,-0.499879662777427,"A"
32,0.362280630458113,-0.289475572611859,1.22127984751587,0.559784714596372,0.183603881718378,1.12038076738867,0.074004670750079,-0.530311125235236,0.822783042192698,0.0194845183176718,"A"
33,1.79756579447323,0.156846456525737,-1.50589264464243,-0.905138837969077,0.103786281042684,0.673338107291162,0.91964787209859,0.0909967080896669,0.790233955045981,0.36367363157882,"A"
34,-0.879775865135122,0.64884838352488,0.901866913222183,-0.493261133418564,0.210527189613956,0.672749621876001,0.443812060143018,-0.0710309438391951,0.955944928697624,0.0571858444858739,"A"
35,0.435904051732791,0.522143030856951,0.442265982912806,-0.476969373996712,0.155574177544084,0.752267675877781,0.897017897212285,-0.329234887599087,0.89862008814836,0.577600398105306,"A"
36,-5.05482455656433,0.191887541765559,2.62204237081537,0.233626916651027,0.251040313206055,0.965199639692593,0.0784666273407833,-0.653605335332567,0.308953786165771,-0.384334198247825,"A"
37,-0.209950720726759,0.209772455679593,-1.8997741840906,-0.505237335747563,-0.391280035692205,1.57879689086048,0.55822763042113,-0.0640492268089804,0.390893676833031,-0.471484928758684,"A"
38,9.0304636944367,-1.01010217934889,4.13948093340661,-5.83757751059482,-5.08345223411397,-0.236439181287979,-1.04982837012056,-6.07629641880508,-2.17842063950908,3.62159448487345,"A"
39,1.80154857756181,0.143311115865003,-1.535179266083,-0.909126203897739,0.0975700277066914,0.674092159865203,0.923819641516464,0.0842244757541533,0.792656601372973,0.372888875301405,"A"
40,-0.884935511458008,0.631213060417693,0.875866621244013,-0.567901369805432,0.229456237890401,0.594591205047724,0.474874806298347,-0.0300193989329894,0.961973591361015,0.0751859998775743,"A"
41,0.443315704030859,0.518242168993837,0.464617928278328,-0.441729822403263,0.159392996754282,0.765936487274684,0.873634244503627,-0.354882682545902,0.891972113029429,0.566821145791353,"A"
42,-5.05946486307389,0.194194997920887,2.69027906997427,0.262984285898521,0.243350135309967,0.977861517036648,0.0710472112478646,-0.675283858793471,0.322886958665644,-0.393495076766404,"A"
43,0.967921824972017,-1.7937376266234,-1.05146722361237,0.217987162242441,1.08266800902234,0.135644964504816,-0.964784375340044,0.451357833288379,-0.938059655404724,-0.935222196856259,"A"
44,0.35757764611089,0.158316493912736,1.1582259384377,1.42526181038318,-0.813085916102148,0.286090917298564,0.169552524691478,-0.22235325217119,0.380516005037131,0.0346168590994764,"A"
45,1.78216569541825,0.722011890404952,-1.65670421421773,0.151509086785147,-1.19176918901076,-0.543343697629469,1.08794864368207,0.57082787158497,0.213736805608216,0.488695081236472,"A"
46,-0.885193114133742,1.23145991953564,0.723151559742255,0.570923709536122,-1.08260694525444,-0.520968017929625,0.594035390422487,0.418183949022723,0.36371888452173,0.154014684251809,"A"
47,0.45111717404779,0.779859104150281,0.353888474740237,0.0183749924693662,-0.500205321250059,0.129046982837185,0.99374614186765,-0.0671225289962426,0.612471360014718,0.667674098107552,"A"
48,-5.0622186096724,0.780013585501306,2.54545627794826,1.37729219851591,-1.05152747654939,-0.179659120772783,0.207819185493478,-0.215959165599225,-0.272467118723701,-0.315528100910175,"A"
49,-0.206273929821679,0.337512370247466,-1.95876806897379,-0.247291403795986,-0.704841230558835,1.26666091840898,0.60715864068382,0.0693687367142633,0.235535863423805,-0.474581241775289,"A"
50,0.351897286250943,0.283183267260498,1.06764132691233,1.62956861128076,-1.14025858379085,-0.0593823217695713,0.256586354395315,-0.0623621630639774,0.251073605726231,0.125561512920225,"A"
51,1.80958260885087,0.573923822005903,-1.63697787787062,-0.127431166049047,-0.87518230712382,-0.232300063893319,1.04385371280564,0.461257385030034,0.348566905347929,0.471057605258132,"A"
52,-0.861851473329244,1.25743801663642,0.836235938914222,0.681636679081001,-1.09857796927356,-0.433997757612535,0.552002986622808,0.342667769449981,0.362675519346588,0.122903013449746,"A"
53,0.444527715919787,0.951687516107149,0.28852467037885,0.311652005638293,-0.817822297907558,-0.141993749096593,1.01375109303336,0.0384526151348845,0.456206972737129,0.689362020796156,"A"
54,-5.05382014039305,0.346990181143327,2.61694764704711,0.526444835022717,-0.0759182550408838,0.685186052172042,0.111734541376898,-0.557440409065508,0.16549335406379,-0.390420143020275,"A"
55,-0.230953655299081,0.309017015234659,-1.91461366887913,-0.227328050488156,-0.70646636159579,1.26805958573171,0.622557583665244,0.0726597926886572,0.243135912685857,-0.432796291562723,"A"
56,0.372862461629906,-0.154868157874098,1.14470920182777,0.748773425037443,-0.153996573517202,0.772839766708656,0.143465589553637,-0.380991459832161,0.690157498664607,0.0741234137446372,"A"
57,1.78030918507675,0.869612341067867,-1.73027617654597,0.374888733014632,-1.52801081920998,-0.865568755839462,1.15593666465128,0.703573603797708,0.0804957315642215,0.524691405670909,"A"
58,-0.905416756172526,1.22409574145545,0.762657506516241,0.572636681738496,-1.09816716324456,-0.520275712975609,0.632656891412573,0.407120397498412,0.386314319896511,0.184217247904351,"A"
59,-0.843914697054527,-0.264003308068403,0.6831819201641,-1.62945268450814,-1.26594323833978,0.987942064428217,0.718153935801774,-1.06089171736009,-1.96645257027205,0.841308258870205,"A"
60,-5.78435356545148,0.39496024657483,2.70486327231586,0.883932590784779,-1.98216702281425,-0.160306497249875,0.123192006435295,-0.578378833924723,-1.9537921301111,-0.141668817574272,"A"
61,-0.222741844328809,0.904982994988337,-2.0548754063164,0.870693407304406,-2.01769780647949,0.105647028271514,0.764025532993068,0.522374154867474,-0.337956455762187,-0.357477050681302,"A"
62,0.347290392396511,0.264596551810685,1.07968732577564,1.6084271651384,-1.13419358759043,-0.0802263041304605,0.266065635908751,-0.0380206216576574,0.260496095440826,0.163233275256688,"A"
63,1.78092739737954,0.713904172584075,-1.65957841210664,0.163146709881746,-1.20354867477926,-0.524171525455641,1.08265065727102,0.574357712294935,0.205263406376467,0.468153029445673,"A"
64,-0.880824561621698,0.776723743096421,0.913978413906805,-0.206389757556558,-0.102057056441628,0.360896641338822,0.465850943768473,0.0369607940040168,0.803680098905551,0.048636041055794,"A"
65,0.430010514505017,0.805719495462587,0.377605353749855,0.106182707825586,-0.50967963590739,0.195735702148065,0.967504308427505,-0.126436193114529,0.623030430376008,0.645213851534018,"A"
66,-5.07133307669643,0.473319352236884,2.62597591442756,0.853931166065759,-0.389644081130997,0.404758979865798,0.127447983336374,-0.456771793042853,0.0128130870632715,-0.349221099751449,"A"
67,-0.225332849277319,0.63640149868299,-1.96755772988815,0.35529972222981,-1.38605137451257,0.740103933282338,0.684548907021746,0.264688713643575,-0.0323967406125232,-0.43339833182191,"A"
68,0.351289362155852,0.268102872446669,1.05991558287304,1.57733266986338,-1.14245688136941,-0.0928132703673383,0.290375370798611,-0.0201273393483057,0.257410524571455,0.156181194660555,"A"
69,2.71579890953173,3.45705150238618,0.0412232835000107,-2.05327140512204,-0.475832044670473,-1.39624697373402,-0.0849878378465645,-3.68669364019892,-0.452212937584416,2.30260471606489,"A"
70,-0.870679651462808,0.788686681677552,0.954902438412896,-0.162365382828819,-0.11036740785854,0.399017108738968,0.446436141193807,0.0124231203695549,0.80029397784543,0.0350974029810602,"A"
71,0.432314680099041,0.92861432578704,0.30944380067764,0.335078555502425,-0.80769446820309,-0.158855592542322,1.00423719968389,0.0258704910785118,0.454393049867208,0.680090616340871,"A"
72,-5.05236166261961,0.6534522232121,2.56010607409799,1.10774038939356,-0.758445554487907,0.152155647069705,0.181447033764518,-0.357471962047997,-0.124243551990698,-0.34994613973296,"A"
73,-0.225559894887579,0.771345916739499,-2.03878128162561,0.669340306848888,-1.68332315190993,0.456591336887605,0.685730054238045,0.378684050714953,-0.206027721753256,-0.406323902686987,"A"
74,0.387111380568678,0.133857151080405,1.12145414663397,1.3677816448383,-0.833817473172886,0.25269711311918,0.208127497412531,-0.198146947221857,0.40037447286631,0.08131719398188,"A"
75,1.81148455204367,0.417476002347264,-1.66143956307978,-0.458752651454877,-0.533976268646362,0.00120565006073518,1.03598658645245,0.376693511009189,0.499795347183561,0.484804137852091,"A"
76,-0.885323238030996,0.802564605423554,0.921059892953381,-0.175334839477334,-0.101468973015468,0.400682287581986,0.457370301082175,0.0304208217294046,0.796912176942314,0.0510114261491872,"A"
77,0.433429864096685,0.674576164149094,0.352822931719493,-0.199526047010398,-0.179845204763903,0.487808670551824,0.930754906171832,-0.211762093489332,0.746606960613347,0.607999924457477,"A"
78,-5.08568376922321,0.493738267760445,2.56451029491025,0.807347418282673,-0.406979147426333,0.40913263795525,0.158156106323937,-0.43218782432292,0.0212237899523695,-0.348485973245923,"A"
79,-0.222415204828329,0.625147556819088,-1.9665429377473,0.370537792668942,-1.36200691320375,0.713090680768335,0.66988214069494,0.255896294564429,-0.0443168775093542,-0.432937900468057,"A"
80,0.358194465324525,0.137075158103599,1.08090372999651,1.31532464653144,-0.816531354635377,0.215658791964334,0.228726664776431,-0.155108512094218,0.407920724751777,0.120012759288543,"A"
81,1.79460771970182,0.56829391397245,-1.63409238887564,-0.124848528762733,-0.874744897426642,-0.24937415314706,1.06428563483437,0.452509461126345,0.366275424611072,0.487030802747199,"A"
82,-0.877904198170997,1.34522359679706,0.757843777115525,0.861845307104192,-1.3846766132729,-0.841201447121747,0.625531093941143,0.541534550303897,0.214580880453076,0.195456359858644,"A"
83,0.438915892163357,1.07076132366912,0.231009128458003,0.523341867243832,-1.12831689678957,-0.504354580699564,1.08253948279418,0.196719169266354,0.323753926419394,0.775799254002655,"A"
84,-5.07147953754569,0.779082091900706,2.54927481668669,1.40590916523122,-1.0491289500077,-0.149916512838794,0.2070068980876,-0.20928255403982,-0.275847377952938,-0.313291449323336,"A"
85,-0.219153498118229,0.204903638336659,-1.84745284857627,-0.413799730707965,-0.368243695878115,1.62631792803362,0.523501549724367,-0.0862326477872564,0.367523560497611,-0.524346631758662,"A"
86,0.35694463172448,-0.287087378848645,1.29466904124256,0.61215152680215,0.171843091322411,1.15807933035637,0.0606660594419982,-0.565152058609296,0.822824131211203,-0.0288903564511984,"A"
87,2.88294821973196,-1.684457444394,-0.794824991147862,-0.335341974009837,1.44877492242145,-0.716946329704559,-0.441848362491724,0.599970657113919,-0.405325520090543,0.0230705545121709,"A"
88,-0.868602549356551,0.619974100631779,0.886081408084614,-0.551155388747031,0.230849892620757,0.602349303918524,0.45758872574357,-0.0229071181375813,0.952940650361967,0.073255403842151,"A"
89,0.437206876238851,0.509391371530299,0.383399079952613,-0.562233404268443,0.146976754339567,0.702121398743823,0.942981174405056,-0.285152242118019,0.912186816069874,0.634881682766251,"A"
90,-5.07505006612404,0.222848397918838,2.6982483870761,0.337626596644584,0.245202607776934,1.04586232833225,0.0370326070864285,-0.716437319468119,0.30553282438823,-0.432273839844991,"A"
91,1.60828040398578,-0.264855534326246,-2.8423687553733,0.320627782740294,-0.828581580376012,1.96965667021166,-0.564140639184358,-0.582806556212179,0.525565504848775,1.35464668859271,"A"
92,1.57793304836999,1.09778462191074,2.40969078715034,0.069469373265314,0.243140058501899,3.52343783801014,0.0546432099743866,2.62167178635,-1.48019253822477,0.738020575727909,"A"
93,1.80400928088719,0.153536450112621,-1.60978124967398,-0.953782271062345,0.105042664146303,0.647335621902377,0.940065786876506,0.105044797673373,0.786973668018685,0.378306420684841,"A"
94,-0.856282296891227,0.648501100876508,0.951064559255026,-0.464955492795733,0.20022581063269,0.700816013988506,0.435049203055452,-0.0967277094499192,0.954715402538234,0.0570536745986305,"A"
95,0.433102053490245,0.50628493956268,0.393347290237124,-0.48815837222007,0.183519002216669,0.734848823439005,0.892679719626494,-0.302892666533224,0.885086884890264,0.608726580968849,"A"
96,-3.6541291590607,1.78773408184641,4.00861303305911,-0.333154050718176,0.319977734896755,3.70031548658677,0.0546882510189317,2.95617192079665,-2.30972454290494,0.469569947556995,"A"
97,-0.230059157093526,0.198107419289103,-1.91088570288448,-0.491775136536973,-0.381263323857407,1.5827059354105,0.569040108963177,-0.0503825301253271,0.390673069579091,-0.476020430364248,"A"
98,0.359394787895238,-0.298698104655259,1.19675106646765,0.539822386721423,0.195908525621229,1.0926011803539,0.0839185702812471,-0.506127029351749,0.818185900743401,0.000728050881425357,"A"
99,1.80030417493995,0.117547660785949,-1.56337843592031,-0.98451483591846,0.116242498884461,0.589164389868697,0.945245269207448,0.131989652615287,0.791240171634166,0.40405669131018,"A"
100,-0.899934096588313,0.618601366451929,0.862820923075674,-0.570686339233721,0.255011934497002,0.569069562107677,0.470172870863165,-0.00777259916952567,0.95342331400301,0.0885563331805557,"A"
101,0.432607804849978,0.523194066720176,0.4301546520442,-0.447752271070098,0.134471675540125,0.78952014199697,0.883196667645563,-0.356207356387,0.892112640133336,0.532987794943124,"A"
102,-5.08449946462533,0.17900528870809,2.65661267974518,0.259717912468774,0.251154365029019,0.961687498902247,0.0816874135162248,-0.670645021292047,0.318822820295133,-0.403573989503649,"A"
103,-0.232643698935462,0.20819563080518,-1.96098757418574,-0.503151947731731,-0.391238930965042,1.59545694505011,0.575809453152252,-0.0521927108758477,0.38936098199373,-0.4864339373344,"A"
104,0.36506808796803,-0.294111547034412,1.23478699577879,0.566299041163635,0.177479149591251,1.12601490526628,0.0752430256377336,-0.53482406026082,0.829118079725956,0.00293066438479883,"A"
105,1.79878928207711,0.131575057292773,-1.53046294473608,-0.966880173382834,0.113335163728018,0.610028308632527,0.944040349471674,0.120651556764336,0.793932219571189,0.396561317643349,"A"
106,-0.868859490765636,0.633004181151159,0.910721973353986,-0.50951448162421,0.208704058333288,0.648019021527136,0.450430216303715,-0.065215151864693,0.962390236495344,0.0599951926417578,"A"
107,0.430696009916051,0.676719436185075,0.373054200176724,-0.224130917624805,-0.197856598696291,0.47234093133209,0.957531148462937,-0.221142360858125,0.765061466447806,0.614588157276914,"A"
108,-5.06995106372236,0.494248319030394,2.59902508556627,0.837438827028286,-0.396653791060288,0.42289636736316,0.138436246512406,-0.442255937722982,0.0170195588960802,-0.323165296665159,"A"
109,-0.22336397128691,0.466347072733384,-1.96425289515706,0.0421299487832984,-1.04565708051497,0.983864980973343,0.659804242672603,0.178314348143121,0.105862121793577,-0.430968496252675,"A"
110,0.362070577336358,-0.000711615869086579,1.212297786597,1.14308706267072,-0.477112766550768,0.555707162939544,0.142881888326821,-0.319474682354478,0.531247824658121,0.0378080760754415,"A"
111,1.77879529082526,0.718070733021341,-1.73498302248167,0.0994590129541905,-1.2072179010113,-0.561772775751901,1.12399741412827,0.593683794228595,0.225249092966699,0.50897164148945,"A"
112,0.320411723773087,2.34584555751324,1.92541181068741,-0.500210266680785,-0.369208853998671,2.43320078444512,0.516431275513762,3.32326913484905,-1.61596564619697,0.85528862966538,"A"
113,1.54208320156418,3.09921930977319,2.04528431852855,-0.563697277853196,0.0666675039486988,-0.38133482054242,1.41860214630027,0.80156053566301,2.07984136435087,-0.214107596938729,"A"
114,-5.06720054472605,0.9512948027743,2.52957809628248,1.70514647636997,-1.38607662202759,-0.413668301265099,0.225051092720395,-0.133270232688506,-0.428821585643141,-0.319494820291804,"A"
115,-0.59257763207703,4.23958817810776,1.05259754253431,-0.391822298564262,-0.550231320318853,-1.65149293599864,1.09362625415132,1.48166843855797,1.27844208080671,-0.680712504504503,"B"
116,1.38984075356219,2.9404604126522,1.14490479565479,-0.519390992995238,0.382462474429665,-0.812431649542547,0.52428702297934,0.83691709081131,2.1631665214146,-0.698662484248042,"B"
117,2.18204315257245,-1.0011307708753,2.07707085402775,-0.960919410466575,-4.80272561374761,-1.14884254183968,3.03086154945562,0.161487423994114,0.892830441297122,-1.26354816599663,"B"
118,1.94164502750813,-1.17381522246286,3.26766243110571,0.0093119252931765,0.897295784654736,-1.56504543427807,-0.139166785117211,0.474216978564296,0.638981298459773,0.949989703120471,"B"
119,2.04189276209505,-0.369736601328107,1.00291907065631,1.15947563415392,0.518405645880089,-2.01405401286084,-0.763941750377869,0.817089865499711,-0.973672385536056,-0.00562927911824295,"B"
120,-1.03831035226308,1.61290902793682,0.196012602941129,0.235621588609645,-0.64328850756742,-1.5547173933553,0.617766615360662,0.526848531323784,-0.714352243143122,-0.00603646688489343,"B"
121,-3.3333161553542,0.873880244851031,-0.175543513500276,0.578519163919052,-1.32502805599156,-0.96588648738147,0.574455297108787,0.493345186915435,-0.399931594637295,0.0163448995091127,"B"
122,-1.66772558854615,1.78427297989546,-0.421047394157903,0.198330473395093,-1.0655989593678,-1.26163422665331,0.655336531108558,0.639904812673438,-0.21466672248283,0.26845304924425,"B"
123,0.00162153625767976,1.62544681303821,-1.8892476401441,1.19918702195686,-1.46362901163978,-0.269049028779404,0.164480366418996,-0.0292912707832991,0.162596570947955,-0.0936158136585393,"B"
124,0.73027048655951,1.22308831082848,-0.995731483848385,0.177657161052002,-0.643912913861032,-0.972166867864355,0.189272916917299,0.462725752435819,-0.262970924343404,-0.0505413257453087,"B"
125,1.46051999507889,0.258339684968805,0.940790877784614,0.937744193170342,-0.284365876943242,-0.615245741917574,-0.0382081519509858,0.216717809888257,0.290415094627364,0.349925031693838,"B"
126,1.12178408612874,0.724109033746766,-0.331616148705291,-0.265277904460402,0.712805667648683,0.619216242102501,0.0417009599269169,-0.132436558734008,0.416307404538445,-0.0610310281755833,"B"
127,-0.89207949455411,0.499503704997345,1.06008389787325,-1.28231708209622,1.17533009922356,-0.622023588614996,0.437540816021333,0.134961782745622,0.0481103973558727,0.114428288513322,"B"
128,-3.28006198311944,0.0062778434201058,0.162318873626277,-0.934925514537896,0.365099105585142,0.25203739491243,0.427256255252401,0.0258882351672511,0.35454376107166,0.00216463471770923,"B"
129,-1.69653470189969,1.14233925124416,-0.452846899251415,-1.10724601672663,0.528446217404752,0.338253502368342,0.429990279864663,0.00104741664288761,0.494032556842467,0.047082502349228,"B"
130,0.268333357455205,0.243778373027135,-0.469822853119857,-0.393371846188124,0.464617466304659,0.317635394683322,-0.0217541893516656,-0.324094668933184,0.927980171987594,0.131278707632447,"B"
131,0.855478447560221,0.299439247658243,-0.333503993225114,-1.14155386633069,0.805768950330739,-0.31521557198662,0.0974761401376142,0.194772299688917,0.359235934938877,0.0880967865707385,"B"
132,1.47284213270063,-0.149828225425458,1.01880348955726,0.101156218867866,0.680836834619828,0.278656213914672,-0.152353976824729,-0.132905247395636,0.725915954555947,0.261005368574568,"B"
133,1.31773812985272,0.267378400027911,0.648841171998461,-0.370680658825673,0.927561796989107,0.0327797690417015,0.0190248506046851,0.0394546592427793,0.43106830913697,0.174866779241157,"B"
134,-1.0175016968527,0.896694902782166,0.390809792088695,-1.1285681261186,0.994516809561827,-0.0928107626817899,0.416727589417971,-0.0561553668234391,0.00924144096639939,-0.141525445346705,"B"
135,-3.32980298460073,0.138329935633957,-0.0535673122772325,-0.852891198459748,0.313901524057052,0.44622489592833,0.404940191659363,-0.0484964409641638,0.336000053338655,-0.0870695301188719,"B"
136,-1.68241821421052,1.12136236374874,-0.504266738537587,-1.21804116624439,0.506296349543974,0.266961293700893,0.49416921141672,0.0498558383620583,0.510216072600387,0.0924112669385186,"B"
137,0.270415869751379,0.265697038138521,-0.491767505710511,-0.421834677765011,0.446198933001049,0.327029761622506,-0.0121419748892811,-0.321341961569572,0.934788174660716,0.129104168707641,"B"
138,0.855488194673275,0.308760417824616,-0.251189786191706,-1.00985545439327,0.836925014087277,-0.258309671139875,0.0162898131763427,0.127013743950159,0.331775891194517,0.024568696814392,"B"
139,1.46381244801792,-0.118998099818714,1.06540510998453,0.199302273623177,0.6911173608214,0.342690091382192,-0.200236352651143,-0.173107832117243,0.739207050856852,0.246588682430234,"B"
140,1.31267709976544,0.269800604851158,0.608096801467393,-0.374323462733014,0.915595634085634,0.0327955794480123,0.00701540469394792,0.0243512902512791,0.440070803251574,0.148522602903582,"B"
141,-1.04680999406881,0.88478613384677,0.355595427822373,-1.14295941380053,1.02501943035341,-0.13791252958191,0.410390594019229,-0.0440243932020219,0.00348189462875897,-0.145532483697916,"B"
142,-3.31968147546838,0.147785162896134,0.00381522739044526,-0.808389319448894,0.312023373414711,0.479455726045222,0.391264839346481,-0.0730276101156326,0.332425197636485,-0.101606879176171,"B"
143,-1.70719445856997,1.44288688483398,-0.565104111314675,-0.615222699437945,-0.126402579705371,-0.275504828461202,0.548059760959094,0.265262100516788,0.219885871164748,0.100885525936543,"B"
144,0.250267896357172,0.833667925542058,-0.678513553463342,0.627893945160163,-0.834429552222479,-0.895582745186515,0.157672613298872,0.172739127513091,0.342881169436153,0.258309524863776,"B"
145,0.856171126087881,1.06179441165312,-0.367830279868567,0.376788254955166,-0.824806837465903,-1.67635839015595,0.216210483114557,0.68088661232941,-0.388007306321979,0.139159700217532,"B"
146,1.45411680892473,0.349202269863848,0.961104910113573,1.04957171780451,-0.312431982559592,-0.476148821913344,-0.0801671322778048,0.128725463776976,0.285327221231854,0.28994387219568,"B"
147,1.29182502912491,1.0288327541829,0.354040970272532,0.956319671904182,-0.722747427290244,-1.41908968069699,0.241488504372647,0.616388638479596,-0.294824397050601,0.28078261008707,"B"
148,-1.01829681710444,1.43088868351894,0.273049199433237,-0.0599631761214658,-0.313802809390447,-1.30265963038028,0.582241140317453,0.41102119416545,-0.575402426446583,-0.0211392545479379,"B"
149,-3.31011189130164,0.278999184103689,-0.0957695290415695,-0.574146240325233,-0.00719435516644825,0.158471241124986,0.440583839183442,0.062301685591204,0.175666433034038,-0.0391381002038774,"B"
150,-1.6965591421866,1.29763821573455,-0.531394448579423,-0.872462121909525,0.197490886591137,0.0301388815011669,0.485273717211179,0.133426982751989,0.35414997561385,0.0806728016165252,"B"
151,0.267951279737793,0.378563675456318,-0.527662772764028,-0.156356741403033,0.144693471483991,-0.0106062360769453,0.0162803924069451,-0.191120474972858,0.776909753771542,0.155799346434796,"B"
152,0.852342073450609,0.456659022113278,-0.337591298701001,-0.828631515530089,0.475434780994141,-0.576554583825729,0.123991216699173,0.285271866216774,0.217460098143877,0.108104751330444,"B"
153,1.46022445847171,0.452814200255265,0.94857566614523,1.32365583814884,-0.624026724613083,-0.792407307291755,-0.0523387083191152,0.272251842223935,0.13264114665977,0.322542399047534,"B"
